rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU711	29.4203500598425	-0.6862751925811952	0.34712234427892613	-1.977041247537055	0.04803696796120438	0.10357208685033358
TU3526	14.449349754818668	-0.8285916699085188	0.41967705441249553	-1.974355426861403	0.04834134255901241	0.10413779812954367
TU277	242.3424575306991	0.3094967565243566	0.15678149707458916	1.9740643015872772	0.04837443186120017	0.10415311349707383
TU2405	36.843594514956	0.5501397037650706	0.27946871582517796	1.96851981138816	0.04900825890441235	0.10544784662898099
TU2697	30.80829418623008	0.5428518231251315	0.27579102655083004	1.9683447642016751	0.04902838266810191	0.10544784662898099
TU3114	133.6817496031971	0.42022949152382033	0.2137792954204993	1.9657165147692992	0.0493313660604639	0.10604259867903472
TU3166	12.093861871830908	-1.0204992256238754	0.5192269079897588	-1.965420531795713	0.049365585051347596	0.10605928749777735
TU699	404.6480139263193	-0.27566594395358557	0.14034737414864445	-1.9641688747352177	0.049510511059254476	0.10631367907688868
TU3464	601.1925059409667	0.2542744786354661	0.12958716747716545	1.9621887227396324	0.04974051639370619	0.10675039091133197
TU1543	818.6243473771171	-0.2361988759656761	0.120441080008639	-1.9611155591492042	0.049865544106463613	0.10696145870669482
TU87	21117.852238105595	-0.21709416193734818	0.11073276621794297	-1.9605232430486377	0.04993466401305657	0.10705244279590578
TU2358	483.5221186635086	0.2250916653438196	0.11482754779927075	1.960258401906316	0.04996559544093707	0.10706150300519333
TU900	19.521559282107322	-0.7381278394803332	0.3767308491777787	-1.9592975756864865	0.05007794751216044	0.10724492071380941
TU2994	345.4038699643219	0.2502458047721526	0.12773944801295567	1.9590330838659331	0.05010891242091217	0.10725394014705654
TU1718	293.99097201261344	-0.3440078906048911	0.17571600912687238	-1.9577492814357444	0.05025943941514252	0.10734687939014723
TU2415	3.6838468928184156	1.6902997755378621	0.8633483418599934	1.9578421519826963	0.050248537557840534	0.10734687939014723
TU3359	114.79343876279513	-0.367299096677804	0.18759276344573378	-1.957959837742116	0.050234725547715235	0.10734687939014723
TU437	4.867089879150971	-1.4362823611075968	0.7334995278536325	-1.9581230887911387	0.05021557110549271	0.10734687939014723
TU1982	3982.8937030459633	0.22235681981496194	0.11374844107576429	1.9548120195058938	0.05060526196503709	0.10797046046718131
TU1983	304.26183762420385	0.3201572613098118	0.16376068795145315	1.9550312429361705	0.05057938273287043	0.10797046046718131
TU2621	4.539356395824293	-1.7125473973451686	0.8762817878942837	-1.9543341206034213	0.05066171617916009	0.10803341497992171
TU2394	163.64882466319824	0.4511379522171211	0.23105668767056867	1.952499002583883	0.050878989256901486	0.10843905791117388
TU1094	320.7899720869936	-0.2826119983102111	0.14486234479258997	-1.9509003441498025	0.051068901714555213	0.10878598670225921
TU3611	1209.5405614754184	0.2498008640543043	0.12860304314525436	1.9424179859582296	0.05208651966895466	0.11089477289051473
TU1930	204.28323537303714	-0.30305870175837846	0.15608912935812377	-1.9415746823922273	0.05218861028828749	0.11105315214742278
TU350	419.99803069147475	0.341792073657764	0.17629663670430895	1.9387328087888025	0.05253388146661792	0.1117285574534065
TU1706	266.62046167841163	0.2533182772440221	0.13074041004876052	1.9375667947618134	0.05267609687566476	0.11197161843825029
TU677	343.20047203037706	-0.2822383507954094	0.1457135051534572	-1.9369402341819444	0.052752649512551326	0.11207491886370867
TU1800	761.0549576010708	0.22757577398266518	0.11760191871448544	1.9351365731980517	0.05297353853795146	0.11248459533826664
